ps3,best_match,percent,all_matches,,,,
sprites\bea\1\bea_c11_komaru4.png,bmp\tati\bea\3\bea_komarua4,100,"('bmp\\tati\\bea\\3\\bea_komarua4', 6)",,,,
sprites\bea\1\bea_c11_majime1.png,bmp\tati\bea\3\bea_majimea1,100,"('bmp\\tati\\bea\\3\\bea_majimea1', 1)",,,,
sprites\bea\1\bea_c11_majime2.png,bmp\tati\bea\3\bea_majimea2,100,"('bmp\\tati\\bea\\3\\bea_majimea2', 1)",,,,
sprites\ki2\1\ki2_a11_niramu2.png,bmp\tati\ki2\1\ki2_niramua2,100,"('bmp\\tati\\ki2\\1\\ki2_niramua2', 1)",,,,
sprites\ki2\1\ki2_a11_odoroki2.png,bmp\tati\ki2\1\ki2_odorokia2,100,"('bmp\\tati\\ki2\\1\\ki2_odorokia2', 8)",,,,
sprites\bea\1\bea_c11_odoroki3.png,bmp\tati\bea\3\bea_odorokia3,100,"('bmp\\tati\\bea\\3\\bea_odorokia3', 4)",,,,
sprites\bea\1\bea_c11_majime4.png,bmp\tati\bea\3\bea_majimea4,100,"('bmp\\tati\\bea\\3\\bea_majimea4', 3)",,,,
sprites\bea\1\bea_c11_fukigen2.png,bmp\tati\bea\3\bea_fukigena2,100,"('bmp\\tati\\bea\\3\\bea_fukigena2', 1)",,,,
sprites\bea\1\bea_c11_warai3.png,bmp\tati\bea\3\bea_waraia3,100,"('bmp\\tati\\bea\\3\\bea_waraia3', 1)",,,,
sprites\bea\1\bea_c11_warai5.png,bmp\tati\bea\3\bea_waraia5,100,"('bmp\\tati\\bea\\3\\bea_waraia5', 1)",,,,
sprites\bea\1\bea_c11_warai6.png,bmp\tati\bea\3\bea_waraia6,100,"('bmp\\tati\\bea\\3\\bea_waraia6', 4)",,,,
sprites\bea\1\bea_c11_warai8.png,bmp\tati\bea\3\bea_waraia8,100,"('bmp\\tati\\bea\\3\\bea_waraia8', 1)",,,,
sprites\bea\1\bea_c11_odoroki5.png,bmp\tati\bea\3\bea_odorokia5,100,"('bmp\\tati\\bea\\3\\bea_odorokia5', 3)",,,,
sprites\bea\1\bea_c11_fuman3.png,bmp\tati\bea\3\bea_fumana3,100,"('bmp\\tati\\bea\\3\\bea_fumana3', 3)",,,,
sprites\bea\1\bea_c11_fuman2.png,bmp\tati\bea\3\bea_fumana2,100,"('bmp\\tati\\bea\\3\\bea_fumana2', 6)",,,,
sprites\bea\1\bea_c11_majime7.png,bmp\tati\bea\3\bea_majimea7,100,"('bmp\\tati\\bea\\3\\bea_majimea7', 1)",,,,
sprites\ki2\1\ki2_a11_def1.png,bmp\tati\ki2\1\ki2_defa1,100,"('bmp\\tati\\ki2\\1\\ki2_defa1', 1)",,,,
sprites\bea\1\bea_c11_warai4.png,bmp\tati\bea\3\bea_waraia4,100,"('bmp\\tati\\bea\\3\\bea_waraia4', 1)",,,,
sprites\ki2\1\ki2_a11_def2.png,bmp\tati\ki2\1\ki2_defa2,100,"('bmp\\tati\\ki2\\1\\ki2_defa2', 2)",,,,
sprites\ki2\1\ki2_a12_futeki4.png,bmp\tati\ki2\1\ki2_futekia4,100,"('bmp\\tati\\ki2\\1\\ki2_futekia4', 3)",,,,
sprites\ki2\1\ki2_a12_majime1.png,bmp\tati\ki2\1\KI2_MajimeA1,,,,,,
sprites\bea\1\bea_c11_def2.png,bmp\tati\bea\3\bea_defa2,100,"('bmp\\tati\\bea\\3\\bea_defa2', 2)",,,,
sprites\ki2\1\ki2_a12_def2.png,bmp\tati\ki2\1\ki2_defa2,100,"('bmp\\tati\\ki2\\1\\ki2_defa2', 2)",,,,
sprites\bea\1\bea_c11_warai1.png,bmp\tati\bea\3\bea_waraia1,100,"('bmp\\tati\\bea\\3\\bea_waraia1', 2)",,,,
sprites\bea\1\bea_c11_fukigen3.png,bmp\tati\bea\3\bea_fukigena3,100,"('bmp\\tati\\bea\\3\\bea_fukigena3', 5)",,,,
sprites\ki2\1\ki2_a11_oya1.png,bmp\tati\ki2\1\ki2_oyaa1,100,"('bmp\\tati\\ki2\\1\\ki2_oyaa1', 7)",,,,
sprites\bea\1\bea_c11_nayamu1.png,bmp\tati\bea\3\bea_nayamua1,100,"('bmp\\tati\\bea\\3\\bea_nayamua1', 8)",,,,
sprites\ki2\1\ki2_a11_futeki4.png,bmp\tati\ki2\1\ki2_futekia4,100,"('bmp\\tati\\ki2\\1\\ki2_futekia4', 4)",,,,
sprites\ki2\1\ki2_a11_futeki3.png,bmp\tati\ki2\1\ki2_futekia3,100,"('bmp\\tati\\ki2\\1\\ki2_futekia3', 7)",,,,
sprites\ki2\1\ki2_a11_nayamu3.png,bmp\tati\ki2\1\ki2_nayamua3,100,"('bmp\\tati\\ki2\\1\\ki2_nayamua3', 2)",,,,
sprites\ki2\1\ki2_a11_komaru2.png,bmp\tati\ki2\1\ki2_komarua2,100,"('bmp\\tati\\ki2\\1\\ki2_komarua2', 4)",,,,
sprites\ki2\1\ki2_a11_majime1.png,bmp\tati\ki2\1\ki2_majimea1,100,"('bmp\\tati\\ki2\\1\\ki2_majimea1', 3)",,,,
sprites\ki2\1\ki2_a11_niramu1.png,bmp\tati\ki2\1\ki2_niramua1,100,"('bmp\\tati\\ki2\\1\\ki2_niramua1', 3)",,,,
sprites\ki2\1\ki2_a11_komaru1.png,bmp\tati\ki2\1\ki2_komarua1,100,"('bmp\\tati\\ki2\\1\\ki2_komarua1', 7)",,,,
sprites\ki2\1\ki2_a11_futeki1.png,bmp\tati\ki2\1\ki2_futekia1,100,"('bmp\\tati\\ki2\\1\\ki2_futekia1', 6)",,,,
sprites\ki2\1\ki2_a11_nayamu4.png,bmp\tati\ki2\1\ki2_nayamua4,100,"('bmp\\tati\\ki2\\1\\ki2_nayamua4', 9)",,,,
sprites\ki2\1\ki2_a11_nayamu1.png,bmp\tati\ki2\1\ki2_nayamua1,100,"('bmp\\tati\\ki2\\1\\ki2_nayamua1', 10)",,,,
sprites\ki2\1\ki2_a11_nayamu5.png,bmp\tati\ki2\1\ki2_nayamua5,100,"('bmp\\tati\\ki2\\1\\ki2_nayamua5', 4)",,,,
sprites\kin\1\kin_a23_naku1.png,bmp\tati\kin\1\kin_nakua1,100,"('bmp\\tati\\kin\\1\\kin_nakua1', 2)",,,,
sprites\bea\1\bea_a11_1_nayamu3.png,bmp\tati\bea\1\bea_nayamua3,100,"('bmp\\tati\\bea\\1\\bea_nayamua3', 1)",,,,
sprites\kin\1\kin_a13_naku2.png,bmp\tati\kin\1\kin_nakua2,100,"('bmp\\tati\\kin\\1\\kin_nakua2', 3)",,,,
sprites\bea\1\bea_a11_komaru2.png,bmp\tati\bea\1\bea_komarua2,100,"('bmp\\tati\\bea\\1\\bea_komarua2', 3)",,,,
sprites\kin\1\kin_a11_ikari1.png,bmp\tati\kin\1\kin_ikaria1,100,"('bmp\\tati\\kin\\1\\kin_ikaria1', 4)",,,,
sprites\be2\1\be2_b11_akuwarai1.png,bmp\tati\be2\2\be2_akuwaraia1,100,"('bmp\\tati\\be2\\2\\be2_akuwaraia1', 6)",,,,
sprites\rio\1\rio_a13_fuman1.png,bmp\tati\rio\1\rio_fumana1,100,"('bmp\\tati\\rio\\1\\rio_fumana1', 7)",,,,
sprites\eva\1\eva_b25_majime1.png,bmp\tati\eva\1\eva_majimea1,100,"('bmp\\tati\\eva\\1\\eva_majimea1', 6)",,,,
sprites\ros\1\ros_a25_aseru1.png,bmp\tati\ros\1\ros_aserua1,100,"('bmp\\tati\\ros\\1\\ros_aserua1', 1)",,,,
sprites\ros\1\ros_a25_odoroki1.png,bmp\tati\ros\1\ros_odorokia1,100,"('bmp\\tati\\ros\\1\\ros_odorokia1', 2)",,,,
sprites\wil\1\wil_a11_itai1.png,bmp\tati\wil\1\wil_itaia1,100,"('bmp\\tati\\wil\\1\\wil_itaia1', 8)",,,,
sprites\eva\1\eva_a11_def1.png,bmp\tati\eva\1\eva_defa1,100,"('bmp\\tati\\eva\\1\\eva_defa1', 38)",,,,
sprites\rio\1\rio_a11_ikari1.png,bmp\tati\rio\1\rio_ikaria1,100,"('bmp\\tati\\rio\\1\\rio_ikaria1', 5)",,,,
sprites\rio\1\rio_a11_akire2.png,bmp\tati\rio\1\rio_akirea2,100,"('bmp\\tati\\rio\\1\\rio_akirea2', 7)",,,,
sprites\rio\1\rio_a11_akire1.png,bmp\tati\rio\1\rio_akirea1,100,"('bmp\\tati\\rio\\1\\rio_akirea1', 24)",,,,
sprites\rio\1\rio_b11_akire1a.png,bmp\tati\rio\1\rio_akirea1a,100,"('bmp\\tati\\rio\\1\\rio_akirea1a', 2)",,,,
sprites\wil\1\wil_a23_niramu1.png,bmp\tati\wil\1\wil_ikaria1,100,"('bmp\\tati\\wil\\1\\wil_ikaria1', 1)",,,,
sprites\rio\1\rio_a11_fuman1.png,bmp\tati\rio\1\rio_fumana1,100,"('bmp\\tati\\rio\\1\\rio_fumana1', 54)",,,,
sprites\rio\1\rio_a11_komaru1.png,bmp\tati\rio\1\rio_komarua1,100,"('bmp\\tati\\rio\\1\\rio_komarua1', 35)",,,,
sprites\rio\1\rio_a11_odoroki1.png,bmp\tati\rio\1\rio_odorokia1,100,"('bmp\\tati\\rio\\1\\rio_odorokia1', 56)",,,,
sprites\rio\1\rio_a11_akire1a.png,bmp\tati\rio\1\rio_akirea1a,100,"('bmp\\tati\\rio\\1\\rio_akirea1a', 27)",,,,
sprites\wil\1\wil_a21_nayamu1.png,bmp\tati\wil\1\wil_nayamua1,100,"('bmp\\tati\\wil\\1\\wil_nayamua1', 1)",,,,
sprites\rio\1\rio_a11_komaru1a.png,bmp\tati\rio\1\rio_komarua1a,100,"('bmp\\tati\\rio\\1\\rio_komarua1a', 17)",,,,
sprites\rio\1\rio_a11_def3.png,bmp\tati\rio\1\rio_defa3,100,"('bmp\\tati\\rio\\1\\rio_defa3', 16)",,,,
sprites\wil\1\wil_a23_nayamu1.png,bmp\tati\wil\1\wil_nayamua1,100,"('bmp\\tati\\wil\\1\\wil_nayamua1', 2)",,,,
sprites\rio\1\rio_a11_def2.png,bmp\tati\rio\1\rio_defa2,100,"('bmp\\tati\\rio\\1\\rio_defa2', 39)",,,,
sprites\rio\1\rio_a11_def1.png,bmp\tati\rio\1\rio_defa1,100,"('bmp\\tati\\rio\\1\\rio_defa1', 43)",,,,
sprites\wil\1\wil_a11_komaru1.png,bmp\tati\wil\1\wil_komarua1,100,"('bmp\\tati\\wil\\1\\wil_komarua1', 11)",,,,
sprites\rio\1\rio_a11_warai1.png,bmp\tati\rio\1\rio_waraia1,100,"('bmp\\tati\\rio\\1\\rio_waraia1', 18)",,,,
sprites\rio\1\rio_a12_def1.png,bmp\tati\rio\1\rio_defa1,100,"('bmp\\tati\\rio\\1\\rio_defa1', 3)",,,,
sprites\kin\1\kin_a21_naku1.png,bmp\tati\kin\1\kin_nakua1,100,"('bmp\\tati\\kin\\1\\kin_nakua1', 5)",,,,
sprites\wil\1\wil_a11_def1.png,bmp\tati\wil\1\wil_defa1,100,"('bmp\\tati\\wil\\1\\wil_defa1', 143)",,,,
sprites\wil\1\wil_a11_fuman1.png,bmp\tati\wil\1\wil_fumana1,100,"('bmp\\tati\\wil\\1\\wil_fumana1', 16)",,,,
sprites\wil\1\wil_a12_majime1.png,bmp\tati\wil\1\wil_majimea1,100,"('bmp\\tati\\wil\\1\\wil_majimea1', 1)",,,,
sprites\wil\1\wil_a11_niramu1.png,bmp\tati\wil\1\wil_niramua1,100,"('bmp\\tati\\wil\\1\\wil_niramua1', 24)",,,,
sprites\wil\1\wil_a11_ikari1.png,bmp\tati\wil\1\wil_ikaria1,100,"('bmp\\tati\\wil\\1\\wil_ikaria1', 46)",,,,
sprites\wil\1\wil_a11_majime2.png,bmp\tati\wil\1\wil_majimea2,100,"('bmp\\tati\\wil\\1\\wil_majimea2', 83)",,,,
sprites\bea\1\bea_a15_majime4.png,bmp\tati\bea\1\bea_majimeb4,100,"('bmp\\tati\\bea\\1\\bea_majimeb4', 1)",,,,
sprites\dla\1\dla_a11_komaru1a.png,bmp\tati\dla\1\dla_komarua1a,100,"('bmp\\tati\\dla\\1\\dla_komarua1a', 2)",,,,
sprites\dla\1\dla_a11_majime2a.png,bmp\tati\dla\1\dla_majimea2a,100,"('bmp\\tati\\dla\\1\\dla_majimea2a', 4)",,,,
sprites\zep\1\zep_a13_warai6.png,bmp\tati\zep\1\zep_waraia6,100,"('bmp\\tati\\zep\\1\\zep_waraia6', 1)",,,,
sprites\fur\1\fur_a13_warai6.png,bmp\tati\fur\1\fur_waraia6,100,"('bmp\\tati\\fur\\1\\fur_waraia6', 1)",,,,
sprites\dla\1\dla_a11_ikari1a.png,bmp\tati\dla\1\dla_ikaria1a,100,"('bmp\\tati\\dla\\1\\dla_ikaria1a', 7)",,,,
sprites\bea\1\bea_a15_akuwarai1.png,bmp\tati\bea\1\bea_akuwaraia1,100,"('bmp\\tati\\bea\\1\\bea_akuwaraia1', 1)",,,,
sprites\bea\1\bea_a15_def1.png,bmp\tati\bea\1\bea_defa1,100,"('bmp\\tati\\bea\\1\\bea_defa1', 1)",,,,
sprites\rg4\1\rg4_b21_komaru2.png,bmp\tati\rg4\1\rg4_komarua1,100,"('bmp\\tati\\rg4\\1\\rg4_komarua1', 1)",,,,
sprites\rg5\1\rg5_d31_hohoemi1.png,bmp\tati\rg5\1\rg5_waraia2,100,"('bmp\\tati\\rg5\\1\\rg5_waraia2', 1)",,,,
sprites\ron\1\ron_a11_warai1.png,bmp\tati\ron\1\ron_waraia1,100,"('bmp\\tati\\ron\\1\\ron_waraia1', 8)",,,,
sprites\but\1\but_d11_oya2.png,bmp\tati\but\2\but_oyaa2,100,"('bmp\\tati\\but\\2\\but_oyaa2', 6)",,,,
sprites\jes\1\jes_a11_tohoho1.png,bmp\tati\jes\1\jes_tohohoa1,100,"('bmp\\tati\\jes\\1\\jes_tohohoa1', 5)",,,,
sprites\eri\1\eri_c11_akuwarai6.png,bmp\tati\eri\2\eri_akuwaraia6,100,"('bmp\\tati\\eri\\2\\eri_akuwaraia6', 1)",,,,
sprites\eri\1\eri_c11_futeki1a.png,bmp\tati\eri\2\eri_futekia1a,100,"('bmp\\tati\\eri\\2\\eri_futekia1a', 1)",,,,
sprites\eri\1\eri_c11_akire2.png,bmp\tati\eri\2\eri_akirea2,100,"('bmp\\tati\\eri\\2\\eri_akirea2', 1)",,,,
sprites\eri\1\eri_c11_komaru1.png,bmp\tati\eri\2\eri_komarua1,100,"('bmp\\tati\\eri\\2\\eri_komarua1', 1)",,,,
sprites\eri\1\eri_c11_majime3.png,bmp\tati\eri\2\eri_majimea3,100,"('bmp\\tati\\eri\\2\\eri_majimea3', 2)",,,,
sprites\cor\1\cor_a11_odoroki2.png,bmp\tati\cor\1\cor_odorokia2,100,"('bmp\\tati\\cor\\1\\cor_odorokia2', 1)",,,,
sprites\dla\1\dla_am11b_majime2.png,bmp\tati\dla\2\dla_majimea2b,100,"('bmp\\tati\\dla\\2\\dla_majimea2b', 1)",,,,
sprites\but\1\but_d11_aseru5r.png,bmp\tati\but\2\but_aserua5r,100,"('bmp\\tati\\but\\2\\but_aserua5r', 1)",,,,
sprites\but\1\but_d11_nayamu1r.png,bmp\tati\but\2\but_nayamua1r,100,"('bmp\\tati\\but\\2\\but_nayamua1r', 2)",,,,
sprites\dla\1\dla_am11_komaru1.png,bmp\tati\dla\2\dla_komarua1,100,"('bmp\\tati\\dla\\2\\dla_komarua1', 1)",,,,
sprites\eri\1\eri_c11_niramu2a.png,bmp\tati\eri\2\eri_niramua2a,100,"('bmp\\tati\\eri\\2\\eri_niramua2a', 1)",,,,
sprites\rg4\1\rg4_b11_hohoemi1.png,bmp\tati\rg4\1\rg4_hohoemia1,100,"('bmp\\tati\\rg4\\1\\rg4_hohoemia1', 1)",,,,
sprites\rg5\1\rg5_c11_akuwarai2.png,bmp\tati\rg5\1\rg5_akuwaraia2,100,"('bmp\\tati\\rg5\\1\\rg5_akuwaraia2', 1)",,,,
sprites\rg3\1\rg3_a21_fuman1.png,bmp\tati\rg3\1\rg3_fumana2,100,"('bmp\\tati\\rg3\\1\\rg3_fumana2', 1)",,,,
sprites\rg1\1\rg1_a12_odoroki3.png,bmp\tati\rg1\1\rg1_odorokia3,100,"('bmp\\tati\\rg1\\1\\rg1_odorokia3', 2)",,,,
sprites\rg1\1\rg1_a22_komaru2.png,bmp\tati\rg1\1\rg1_komarua2,100,"('bmp\\tati\\rg1\\1\\rg1_komarua2', 1)",,,,
sprites\s41\1\s41_a11_odoroki1.png,bmp\tati\s41\1\s41_odorokia1,100,"('bmp\\tati\\s41\\1\\s41_odorokia1', 1)",,,,
sprites\eri\1\eri_c11_futeki1.png,bmp\tati\eri\2\eri_futekia1,100,"('bmp\\tati\\eri\\2\\eri_futekia1', 1)",,,,
sprites\bea\1\bea_a11_1_houshin1star.png,bmp\tati\bea\1\bea_housina1,100,"('bmp\\tati\\bea\\1\\bea_housina1', 22)",,,,
sprites\bea\1\bea_a15_1_houshin1star.png,bmp\tati\bea\1\bea_housinb1,100,"('bmp\\tati\\bea\\1\\bea_housinb1', 2)",,,,
sprites\eri\1\eri_c11_ikari1a.png,bmp\tati\eri\2\eri_ikaria1a,100,"('bmp\\tati\\eri\\2\\eri_ikaria1a', 2)",,,,
sprites\eri\1\eri_c11_odoroki2.png,bmp\tati\eri\2\eri_odorokia2,100,"('bmp\\tati\\eri\\2\\eri_odorokia2', 2)",,,,
sprites\eri\1\eri_c11_niramu1.png,sprites\dla\1\dla_am11_def3.png,100,"('sprites\\dla\\1\\dla_am11_def3.png', 1)",,,,
bmp\tati\eri\2\eri_niramua1a,bmp\tati\dla\1\dla_defa3,100,"('bmp\\tati\\dla\\1\\dla_defa3', 1)",,,,
sprites\rg1\1\rg1_a21_odoroki1.png,bmp\tati\rg1\1\rg1_odorokia1,100,"('bmp\\tati\\rg1\\1\\rg1_odorokia1', 1)",,,,
sprites\rg1\1\rg1_a21_komaru2.png,bmp\tati\rg1\1\rg1_komarua1,100,"('bmp\\tati\\rg1\\1\\rg1_komarua1', 1)",,,,
sprites\rg5\1\rg5_c21_fuman1.png,bmp\tati\rg5\1\rg5_fumana1,100,"('bmp\\tati\\rg5\\1\\rg5_fumana1', 1)",,,,
sprites\rg3\1\rg3_a21_odoroki1.png,bmp\tati\rg3\1\rg3_odorokia1,100,"('bmp\\tati\\rg3\\1\\rg3_odorokia1', 1)",,,,
sprites\rg6\1\rg6_d11_akuwarai1.png,bmp\tati\rg6\1\rg6_akuwaraia1,100,"('bmp\\tati\\rg6\\1\\rg6_akuwaraia1', 1)",,,,
sprites\rg1\1\rg1_a31_komaru2.png,bmp\tati\rg1\1\rg1_komarua1,100,"('bmp\\tati\\rg1\\1\\rg1_komarua1', 1)",,,,
sprites\rg7\1\rg7_a12_fuman1.png,bmp\tati\rg7\1\rg7_fumana1,100,"('bmp\\tati\\rg7\\1\\rg7_fumana1', 1)",,,,
sprites\eri\1\eri_c11_komaru1a.png,bmp\tati\eri\2\eri_komarua1a,100,"('bmp\\tati\\eri\\2\\eri_komarua1a', 1)",,,,
sprites\eri\1\eri_c11_odoroki1.png,bmp\tati\eri\2\eri_odorokia1,100,"('bmp\\tati\\eri\\2\\eri_odorokia1', 1)",,,,
sprites\eri\1\eri_c11_majime1.png,bmp\tati\eri\2\eri_majimea1a,100,"('bmp\\tati\\eri\\2\\eri_majimea1a', 2)",,,,
sprites\eri\1\eri_c11_hanbeso1.png,bmp\tati\eri\2\eri_hanbesoa1,100,"('bmp\\tati\\eri\\2\\eri_hanbesoa1', 1)",,,,
sprites\jes\1\jes_a11_naku2.png,bmp\tati\jes\1\jes_nakua2,100,"('bmp\\tati\\jes\\1\\jes_nakua2', 3)",,,,
sprites\be3\1\be3_b11_gaman7.png,bmp\tati\be2\2\be2_gamana7,100,"('bmp\\tati\\be2\\2\\be2_gamana7', 1)",,,,
sprites\be3\1\be3_b11_1_ikari2star.png,bmp\tati\be2\2\be2_ikaria2,100,"('bmp\\tati\\be2\\2\\be2_ikaria2', 1)",,,,
sprites\zep\1\zep_a12_warai8.png,bmp\tati\zep\1\zep_waraia8,100,"('bmp\\tati\\zep\\1\\zep_waraia8', 1)",,,,
bmp\tati\fur\1\fur_waraia1,bmp\tati\zep\1\zep_defa1,100,"('bmp\\tati\\zep\\1\\zep_defa1', 1)",,,,
sprites\but\1\but_d11_nayamu4r.png,bmp\tati\but\2\but_nayamua4r,100,"('bmp\\tati\\but\\2\\but_nayamua4r', 2)",,,,
sprites\eri\1\eri_c11_def2.png,bmp\tati\eri\2\eri_defa2,100,"('bmp\\tati\\eri\\2\\eri_defa2', 2)",,,,
sprites\rg6\1\rg6_d21_warai2.png,bmp\tati\rg6\1\rg6_waraia2,100,"('bmp\\tati\\rg6\\1\\rg6_waraia2', 1)",,,,
sprites\rg5\1\rg5_a12_fuman1.png,bmp\tati\rg5\1\rg5_fumana1,100,"('bmp\\tati\\rg5\\1\\rg5_fumana1', 1)",,,,
sprites\rg4\1\rg4_b21_def1.png,bmp\tati\rg4\1\rg4_majimea1,100,"('bmp\\tati\\rg4\\1\\rg4_majimea1', 1)",,,,
sprites\rg3\1\rg3_a11_odoroki1.png,bmp\tati\rg3\1\rg3_odorokia1,100,"('bmp\\tati\\rg3\\1\\rg3_odorokia1', 3)",,,,
sprites\rg2\1\rg2_b22_komaru2.png,bmp\tati\rg2\1\rg2_komarua2,100,"('bmp\\tati\\rg2\\1\\rg2_komarua2', 1)",,,,
sprites\s45\1\s45_a11_def1.png,bmp\tati\s45\1\s45_defa1,100,"('bmp\\tati\\s45\\1\\s45_defa1', 6)",,,,
sprites\enj\1\enj_a33_komaru5.png,bmp\tati\enj\1\enj_komarua5,100,"('bmp\\tati\\enj\\1\\enj_komarua5', 1)",,,,
sprites\dla\1\dla_am11_def1.png,bmp\tati\dla\2\dla_defa1,100,"('bmp\\tati\\dla\\2\\dla_defa1', 1)",,,,
sprites\s41\1\s41_a13_akuwarai1.png,bmp\tati\s41\1\s41_akuwaraia1,100,"('bmp\\tati\\s41\\1\\s41_akuwaraia1', 3)",,,,
sprites\gap\1\gap_a14_ikari1.png,bmp\tati\gap\1\gap_ikaria1,100,"('bmp\\tati\\gap\\1\\gap_ikaria1', 1)",,,,
sprites\dla\1\dla_bm21b_akuwarai1.png,bmp\tati\dla\1\dla_akuwaraia1b,100,"('bmp\\tati\\dla\\1\\dla_akuwaraia1b', 2)",,,,
sprites\dla\1\dla_am11b_warai2.png,bmp\tati\dla\1\dla_waraia2b,100,"('bmp\\tati\\dla\\1\\dla_waraia2b', 1)",,,,
sprites\dla\1\dla_am11b_warai1.png,bmp\tati\dla\1\dla_waraia1b,100,"('bmp\\tati\\dla\\1\\dla_waraia1b', 2)",,,,
sprites\wal\1\wal_a11_komaru2.png,bmp\tati\wal\1\wal_komarua2,100,"('bmp\\tati\\wal\\1\\wal_komarua2', 5)",,,,
sprites\dla\1\dla_am11_majime2.png,bmp\tati\dla\1\dla_majimea2,100,"('bmp\\tati\\dla\\1\\dla_majimea2', 5)",,,,
sprites\cor\1\cor_a12_def1.png,bmp\tati\cor\1\cor_defa1,100,"('bmp\\tati\\cor\\1\\cor_defa1', 5)",,,,
sprites\fur\1\fur_a11_majime2.png,bmp\tati\fur\1\fur_majimea2,100,"('bmp\\tati\\fur\\1\\fur_majimea2', 9)",,,,
sprites\be3\1\be3_b11_gaman2.png,bmp\tati\be2\2\be2_gamana2,100,"('bmp\\tati\\be2\\2\\be2_gamana2', 1)",,,,
sprites\be3\1\be3_b11_akuwarai2.png,bmp\tati\be2\2\be2_akuwaraia2,100,"('bmp\\tati\\be2\\2\\be2_akuwaraia2', 1)",,,,
sprites\be3\1\be3_b11_odoroki1.png,bmp\tati\be2\2\be2_odorokia1,100,"('bmp\\tati\\be2\\2\\be2_odorokia1', 2)",,,,
sprites\be3\1\be3_b11_1_aseru3.png,bmp\tati\be2\2\be2_aserua3,100,"('bmp\\tati\\be2\\2\\be2_aserua3', 2)",,,,
sprites\be3\1\be3_b11_komaru3.png,bmp\tati\be2\2\be2_komarua3,100,"('bmp\\tati\\be2\\2\\be2_komarua3', 1)",,,,
sprites\fur\1\fur_a12_warai5.png,bmp\tati\fur\1\fur_waraia5,100,"('bmp\\tati\\fur\\1\\fur_waraia5', 2)",,,,
sprites\be3\1\be3_b11_gaman4.png,bmp\tati\be2\2\be2_gamana4,100,"('bmp\\tati\\be2\\2\\be2_gamana4', 1)",,,,
sprites\be3\1\be3_b11_aseru1.png,bmp\tati\be2\2\be2_aserua1,100,"('bmp\\tati\\be2\\2\\be2_aserua1', 7)",,,,
sprites\jes\1\jes_a11_majime1.png,bmp\tati\jes\1\jes_majimea1,100,"('bmp\\tati\\jes\\1\\jes_majimea1', 6)",,,,
bmp\tati\bea\1\bea_komarub3,bmp\tati\bea\1\bea_komarub1,100,"('bmp\\tati\\bea\\1\\bea_komarub1', 1)",,,,
bmp\tati\lam\1\lam_majimea2,bmp\tati\bea\1\bea_odorokib3,100,"('bmp\\tati\\bea\\1\\bea_odorokib3', 1)",,,,
bmp\tati\eri\1\eri_waraia2,bmp\tati\eri\1\eri_waraia3,100,"('bmp\\tati\\eri\\1\\eri_waraia3', 1)",,,,
sprites\bea\1\bea_a15_gaman7.png,bmp\tati\bea\1\bea_gamanb7,100,"('bmp\\tati\\bea\\1\\bea_gamanb7', 2)",,,,
sprites\dla\1\dla_b21_ikari1.png,bmp\tati\dla\1\dla_ikaria1,100,"('bmp\\tati\\dla\\1\\dla_ikaria1', 1)",,,,
sprites\dla\1\dla_b21_warai1.png,bmp\tati\dla\1\dla_waraia1,100,"('bmp\\tati\\dla\\1\\dla_waraia1', 1)",,,,
sprites\but\1\but_d11_sakebu2a.png,bmp\tati\but\2\but_sakebua2,100,"('bmp\\tati\\but\\2\\but_sakebua2', 2)",,,,
bmp\tati\eri\1\eri_akuwaraia4,bmp\tati\eri\1\eri_akuwaraia3,100,"('bmp\\tati\\eri\\1\\eri_akuwaraia3', 1)",,,,
sprites\dla\1\dla_b21b_akuwarai1.png,bmp\tati\dla\1\dla_akuwaraia1b,100,"('bmp\\tati\\dla\\1\\dla_akuwaraia1b', 2)",,,,
sprites\dla\1\dla_b21b_warai1.png,bmp\tati\dla\1\dla_waraia1b,100,"('bmp\\tati\\dla\\1\\dla_waraia1b', 1)",,,,
sprites\ber\1\ber_a21_odoroki1ase.png,bmp\tati\ber\1\ber_odorokia1a,100,"('bmp\\tati\\ber\\1\\ber_odorokia1a', 17)",,,,
sprites\bea\1\bea_a15_gaman1.png,bmp\tati\bea\1\bea_gamanb1,100,"('bmp\\tati\\bea\\1\\bea_gamanb1', 1)",,,,
sprites\eri\1\eri_a11_niramu2a.png,bmp\tati\eri\1\eri_niramua2a,100,"('bmp\\tati\\eri\\1\\eri_niramua2a', 6)",,,,
sprites\bea\1\bea_a15_1_aseru2.png,bmp\tati\bea\1\bea_aserub2,100,"('bmp\\tati\\bea\\1\\bea_aserub2', 1)",,,,
sprites\lam\1\lam_a11_majime3.png,bmp\tati\lam\1\lam_majimea3,100,"('bmp\\tati\\lam\\1\\lam_majimea3', 41)",,,,
sprites\bea\1\bea_a15_1_majime3star.png,bmp\tati\bea\1\bea_majimeb3,100,"('bmp\\tati\\bea\\1\\bea_majimeb3', 1)",,,,
sprites\but\1\but_d11_aseru4.png,bmp\tati\but\2\but_aserua4,100,"('bmp\\tati\\but\\2\\but_aserua4', 12)",,,,
sprites\hid\1\hid_a12_fumu1.png,bmp\tati\hid\1\hid_fumua1g,100,"('bmp\\tati\\hid\\1\\hid_fumua1g', 1)",,,,
